#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
540,-22883.454650314176,2786.502646002795,-20096.95200431138,147.96416706875814,112
555,-22862.220122056286,2776.1443296363395,-20086.075792419946,147.4141372112248,112
570,-22863.572330200433,2786.975089882477,-20076.597240317955,147.98925398738862,113
585,-22820.99103398592,2760.395305672078,-20060.59572831384,146.57785908446235,113
600,-22741.079436883563,2782.880646931247,-19958.198789952316,147.7718377786661,113
615,-22764.01084295122,2767.624788930746,-19996.386054020473,146.96174691971734,113
630,-23030.960245033566,2746.2050012352074,-20284.755243798358,145.8243494549396,114
645,-22830.04083425048,2770.9477148813494,-20059.093119369132,147.13819533300614,114
660,-22663.706787899922,2747.363954746146,-19916.342833153776,145.88589025094907,114
675,-23087.000304563117,2782.838639553219,-20304.1616650099,147.7696071736783,114
690,-23120.3267484362,2788.9884858831133,-20331.338262553087,148.09616594838786,115
705,-22879.347117059384,2816.122088066914,-20063.22502899247,149.5369687599195,115
720,-22805.971688919977,2763.9532266984074,-20042.01846222157,146.76678581019593,115
735,-23033.981662207298,2792.384497790607,-20241.59716441669,148.2764952489786,115
750,-22916.995450116316,2682.192194770036,-20234.80325534628,142.42524929476585,116
765,-22856.214673814902,2824.3466172771787,-20031.86805653772,149.97369384822156,116
780,-22745.764138375045,2749.4906683229074,-19996.27347005214,145.9988194108875,116
795,-22920.208733400286,2780.2385077962986,-20139.97022560399,147.63153935944757,116
810,-22658.675571463362,2721.7232776917626,-19936.9522937716,144.52436223342747,116
825,-23056.058937150025,2760.812474762368,-20295.24646238766,146.600010894388,117
840,-23031.589416154893,2729.6578090388953,-20301.931607116,144.94568834397094,117
855,-23024.991820848663,2758.336895621737,-20266.654925226925,146.46855686326347,117
870,-22922.388139973,2772.9216659945423,-20149.46647397846,147.24301275807372,117
885,-22961.93163746287,2795.0801681232483,-20166.85146933962,148.41963619163423,118
900,-22900.595739359196,2806.519746236605,-20094.07599312259,149.02708138806673,118
915,-22739.765649690584,2743.255025823961,-19996.510623866623,145.6677048326119,118
930,-23048.414549326713,2779.1910813144605,-20269.223468012253,147.57592068376704,118
945,-22842.986302337376,2781.5293604357357,-20061.45694190164,147.70008404067255,119
960,-23050.825047727674,2786.7860216174277,-20264.039026110248,147.97921440303824,119
975,-23028.24794731583,2792.1410799599294,-20236.106867355902,148.26356968559628,119
990,-23075.862901147135,2722.2277638263713,-20353.635137320765,144.55115060587426,119
1005,-23054.151664883277,2710.77344463374,-20343.378220249535,143.9429226534951,119
1020,-22812.02922758239,2813.7020019852343,-19998.327225597153,149.40846142768206,119
1035,-23004.63928118418,2748.3036083978577,-20256.33567278632,145.93578615544715,119
1050,-22921.962103187514,2791.9323334312726,-20130.029769756242,148.25248517925806,120
1065,-22792.115920701894,2778.1970342734894,-20013.918886428404,147.52313647318846,120
1080,-22778.297606076798,2743.6142086416203,-20034.683397435176,145.68677755321977,120
1095,-22845.931490075454,2762.231205745523,-20083.70028432993,146.6753459558918,120
1110,-22513.010009795908,2788.2848354533166,-19724.72517434259,148.05880188921435,120
1125,-22678.10243586317,2833.74854016646,-19844.35389569671,150.47293891125884,121
1140,-22918.023140233185,2771.638886711519,-20146.384253521665,147.17489677461398,120
1155,-22887.269298797924,2757.3249740789834,-20129.94432471894,146.41482351101732,121
1170,-22437.787612083703,2802.5074930780734,-19635.28011900563,148.81402948319138,121
1185,-22519.455471806054,2713.454474301289,-19806.000997504765,144.08528617222873,121
1200,-22655.73838955896,2735.575956875849,-19920.16243268311,145.25994385581865,121
1215,-22626.705912544698,2691.604722699523,-19935.101189845176,142.92505748877414,121
1230,-22787.45081473161,2821.288200480858,-19966.162614250752,149.81129095423336,121
1245,-22727.173922744434,2790.1153698986664,-19937.058552845767,148.15600384410408,121
1260,-22683.327839044752,2759.242187765475,-19924.085651279278,146.51662816087887,121
1275,-22842.188239514522,2808.0376124565173,-20034.150627058007,149.1076805618279,121
1290,-22563.4085164164,2785.5362631937624,-19777.87225322264,147.912851837598,122
1305,-22546.15735941696,2829.7838365785565,-19716.373522838403,150.26241190354176,122
1320,-22768.893316585454,2764.9297212254532,-20003.96359536,146.8186379767635,122
1335,-22751.26671262621,2751.2073968298287,-20000.05931579638,146.08997823464608,122
1350,-22810.823588921456,2787.547285149176,-20023.27630377228,148.0196377360491,122
1365,-22528.578679178958,2743.86319840588,-19784.715480773077,145.69999898802809,122
1380,-22694.92761392065,2765.112162559501,-19929.815451361148,146.82832566899305,122
1395,-22496.421193551534,2771.207644490515,-19725.21354906102,147.15199767702038,123
1410,-22931.342004511156,2796.207715894134,-20135.134288617024,148.47950933296738,123
1425,-22662.814605300606,2753.7115766689485,-19909.103028631656,146.22295097185744,123
1440,-22593.049316878285,2818.0985230874053,-19774.95079379088,149.641918081246,123
1455,-22614.39610140257,2795.7750573390435,-19818.621044063526,148.45653502758822,123
1470,-22633.25875970116,2778.3969345349005,-19854.86182516626,147.53375123995318,124
1485,-22693.36347842656,2791.762849190215,-19901.600629236345,148.24348551274224,124
1500,-22441.282937003925,2781.7147296113817,-19659.56820739254,147.709927202212,123
1515,-22536.002869015007,2791.8968795168603,-19744.105989498144,148.2506025652498,123
1530,-22743.37264935815,2770.488163986388,-19972.88448537176,147.11379303592014,124
1545,-22696.535808114815,2745.47185383975,-19951.063954275065,145.7854190976105,124
1560,-22687.2529333157,2739.7886509035443,-19947.464282412155,145.48363923390042,124
1575,-22603.511330254027,2799.711161768414,-19803.800168485614,148.66554341099058,124
1590,-22811.58607870512,2756.19479689156,-20055.39128181356,146.35481074683887,124
1605,-22474.85643271134,2803.7946743007697,-19671.06175841057,148.88237921103246,124
1620,-22610.398087494657,2734.699257893702,-19875.698829600955,145.21339086407846,124
1635,-22714.689566095418,2761.8095278429596,-19952.880038252457,146.6529547266161,124
1650,-22695.601547492464,2745.4176536111163,-19950.18389388135,145.78254104841994,124
1665,-22767.819713459467,2758.372843164541,-20009.446870294927,146.47046568909457,125
1680,-22758.322637694626,2779.474511213347,-19978.84812648128,147.5909709005581,124
1695,-22450.317063925773,2804.7178079645555,-19645.599255961217,148.93139789897492,125
1710,-22578.053754354012,2798.7667921194843,-19779.286962234528,148.61539708555668,125
1725,-22729.16567165537,2757.0859473699807,-19972.079724285388,146.40213111757728,125
1740,-22682.19996650878,2757.89154021146,-19924.30842629732,146.44490835087976,125
1755,-22612.923459686674,2791.498302252522,-19821.42515743415,148.22943798713072,125
1770,-22786.905706076737,2753.2103395958093,-20033.695366480926,146.19633512559676,125
1785,-22634.63518249133,2735.02227529625,-19899.612907195078,145.23054318976716,125
1800,-22590.172496777755,2744.71059825461,-19845.461898523146,145.74499618656702,125
1815,-22617.45863810068,2764.7181976550864,-19852.740440445596,146.80740600863686,125
1830,-22826.084609997488,2782.298244727281,-20043.786365270207,147.74091203842593,125
1845,-23026.841155468137,2766.6457958778283,-20260.19535959031,146.90976208064,125
1860,-22976.295079752002,2794.3536995298555,-20181.941380222146,148.38106048079572,125
1875,-22705.833939580727,2761.716295797867,-19944.11764378286,146.6480040756931,125
1890,-22779.97864958587,2729.3333364370133,-20050.64531314886,144.9284587467398,125
1905,-22651.135885119016,2811.4529863477865,-19839.68289877123,149.2890379898479,126
1920,-22478.247405982343,2798.1285634513724,-19680.11884253097,148.58150694250872,125
1935,-22711.58114260806,2779.0587997773628,-19932.5223428307,147.5688964925346,126
1950,-22937.85239738482,2752.891624517185,-20184.960772867635,146.1794112546618,126
1965,-22712.55871800735,2782.4039997323043,-19930.154718275044,147.7465276624606,126
1980,-22705.853754278738,2803.1722918216437,-19902.681462457094,148.84933050560448,126
1995,-22792.52855715668,2796.625737973574,-19995.902819183106,148.50170643688523,126
2010,-23078.2171748526,2786.7131463633496,-20291.504028489253,147.9753447041219,126
2025,-22956.74741001276,2765.891127159596,-20190.85628285316,146.86968893430142,126
2040,-22907.21200084286,2756.6305971235793,-20150.581403719283,146.37795187625125,126
2055,-22674.46457779006,2761.962166105571,-19912.502411684487,146.66105986637703,126
2070,-23074.250167536928,2711.604751965502,-20362.645415571424,143.98706533432076,126
2085,-22813.164168313495,2729.2775802145434,-20083.88658809895,144.9254980737871,126
2100,-22766.06590683326,2772.6466290955404,-19993.41927773772,147.22840821221678,126
2115,-22815.65455394944,2797.815103794389,-20017.83945015505,148.5648621361161,126
2130,-22910.47923815994,2773.3911501219177,-20137.08808803802,147.26794251292563,126
2145,-23072.300603829077,2755.4010041148877,-20316.89959971419,146.31266010068964,126
2160,-22733.01412792226,2798.7876620418874,-19934.226465880372,148.61650528500147,126
2175,-22772.144805814693,2756.5247275315446,-20015.620078283147,146.37233016761022,126
2190,-22854.928895807738,2755.140696779541,-20099.788199028197,146.2988376992964,126
2205,-22680.762599670707,2742.3637465959227,-19938.398853074785,145.62037762522826,127
2220,-22828.751423888898,2774.6423604775127,-20054.109063411386,147.3343821764081,127
2235,-22930.635725116386,2840.321792528017,-20090.313932588368,150.82198067944296,127
2250,-23202.377289909433,2718.114748482333,-20484.2625414271,144.33274819725116,127
2265,-22882.431726361916,2757.3975864123995,-20125.034139949516,146.4186792487638,127
2280,-22946.933621616947,2770.3348751075573,-20176.59874650939,147.10565334823326,126
2295,-23064.903895593685,2729.4878345881752,-20335.41606100551,144.93666264716788,127
2310,-22754.30002952431,2781.9158700766425,-19972.38415944767,147.72060782419126,127
2325,-22602.490723051596,2758.570088028658,-19843.92063502294,146.48093945342765,127
2340,-22781.75046400966,2759.485045568656,-20022.265418441002,146.52952398662492,127
2355,-22824.813726225402,2755.442361629682,-20069.37136459572,146.3148561977353,127
2370,-22830.037825787353,2784.865209052563,-20045.172616734788,147.877218651603,127
2385,-23022.20571164653,2768.620089726954,-20253.585621919574,147.01459770509342,127
2400,-22709.800864418256,2743.0341985081614,-19966.766665910094,145.655978832676,127
2415,-22866.384485622955,2714.2651797643975,-20152.119305858556,144.12833488734802,127
2430,-23079.13955852206,2728.617888749126,-20350.521669772934,144.89046824945055,127
2445,-23129.333868240763,2772.2623008606943,-20357.07156738007,147.20800026204614,127
2460,-23189.60322590517,2766.880141084623,-20422.723084820547,146.92220588484008,127
2475,-23005.492626222345,2786.371518570793,-20219.121107651554,147.95720416086937,127
2490,-23112.96414228453,2732.157249435144,-20380.80689284939,145.07840941527496,127
2505,-22979.868104902678,2821.288269704667,-20158.579835198012,149.81129463003938,127
2520,-22830.892078168836,2759.9701913000663,-20070.921886868768,146.55528537757786,127
2535,-22920.298205559826,2737.14886173537,-20183.149343824458,145.34346559865685,127
2550,-22931.816623046572,2797.1805734880936,-20134.636049558478,148.531168377244,127
2565,-22974.132772592522,2784.284263484174,-20189.84850910835,147.84637025917016,127
2580,-22856.318945557578,2816.793870391829,-20039.525075165748,149.57264061269888,127
2595,-22646.62989912735,2736.6811743891844,-19909.948724738166,145.31863125345131,127
2610,-22922.7680666714,2773.222773284378,-20149.545293387022,147.25900164988505,127
2625,-22868.801917760036,2746.2074189930136,-20122.594498767023,145.8244778386397,127
2640,-22817.333635997522,2820.7261235386604,-19996.60751245886,149.7814444917869,127
2655,-22751.03596476314,2784.0620365016443,-19966.973928261497,147.83456993649065,127
2670,-22734.202642426855,2798.863930057032,-19935.338712369823,148.6205551405977,127
2685,-22818.848635810107,2835.103667167426,-19983.74496864268,150.54489658130015,128
2700,-22846.672295872937,2776.1804993408664,-20070.49179653207,147.4160578339133,127
2715,-22906.38619821376,2802.3566314276914,-20104.02956678607,148.80601868209868,128
2730,-23072.98498896387,2743.1005438731627,-20329.88444509071,145.65950179242822,128
2745,-22881.02007901811,2787.777114165676,-20093.242964852434,148.03184172912384,128
2760,-22816.019926823385,2785.0898710820343,-20030.93005574135,147.88914827604114,128
2775,-23010.39837655946,2769.360354531867,-20241.038022027595,147.05390599910362,127
2790,-22934.698930998886,2737.6964077935863,-20197.0025232053,145.37254046659282,127
2805,-22833.79638890311,2714.5704557084537,-20119.225933194655,144.1445451360098,127
2820,-23066.944605270473,2740.371687867781,-20326.572917402693,145.51459868011065,127
2835,-22974.844270276357,2759.68230781473,-20215.16196246163,146.53999867394535,127
2850,-23095.078422945095,2812.577330617896,-20282.5010923272,149.3487410242821,128
2865,-23183.80266096686,2793.3031139394852,-20390.499547027375,148.32527405545838,128
2880,-23116.815993413285,2804.8161483575873,-20311.9998450557,148.9366198047804,128
2895,-22933.84401647483,2761.2968992004817,-20172.54711727435,146.62573398444,128
2910,-23118.137382673012,2704.399878364842,-20413.73750430817,143.60448427964758,128
2925,-23114.26854582016,2746.047247408755,-20368.221298411405,145.81597267712948,128
2940,-23067.861867798725,2739.732693241599,-20328.129174557125,145.4806678644482,127
2955,-23035.977996884263,2735.9533082592616,-20300.024688625002,145.27998133298343,128
2970,-22974.348998740286,2753.6998743816594,-20220.649124358628,146.22232957672117,128
2985,-23102.797160098184,2802.409841298736,-20300.387318799447,148.80884414298967,128
3000,-22918.95914664428,2769.9216038133573,-20149.037542830923,147.08370851250612,128
3015,-22997.238965897646,2744.551417336866,-20252.68754856078,145.73654362976038,128
3030,-22892.155194376435,2776.64624958886,-20115.508944787576,147.44078931859545,128
3045,-22841.179680072426,2827.8524832361145,-20013.32719683631,150.1598564335013,128
3060,-22758.18106573724,2684.0695406507084,-20074.111525086533,142.52493695159697,128
3075,-22829.118949126743,2734.8874396255324,-20094.23150950121,145.22338337323603,128
3090,-22822.1248299976,2806.264958175222,-20015.859871822377,149.01355206185715,128
3105,-22885.14012905782,2746.1392193175548,-20139.000909740265,145.82085641441887,128
3120,-22650.526250112453,2753.0070117907753,-19897.519238321678,146.18553835518748,128
3135,-22914.33151406824,2745.8724130546016,-20168.459101013636,145.8066889179253,128
3150,-23109.297899883764,2818.970906622586,-20290.32699326118,149.68824192139476,128
3165,-23014.396822152165,2793.8863431642876,-20220.510478987875,148.3562437107651,128
3180,-22833.071054813598,2739.7866976180376,-20093.28435719556,145.48353551382556,128
3195,-22754.91134888961,2758.1590156496304,-19996.75233323998,146.45911138078787,128
3210,-22703.591445411308,2742.626873981025,-19960.964571430282,145.63434977215064,128
3225,-22615.436532177788,2723.6837338350733,-19891.752798342714,144.62846307134913,128
3240,-22610.26932429007,2786.9644619526316,-19823.30486233744,147.98868964097056,128
3255,-22863.39470288987,2780.906410966067,-20082.4882919238,147.66700522786837,128
3270,-22860.30960811721,2780.9148807900683,-20079.394727327144,147.66745497818727,128
3285,-23100.35169555369,2788.6264732053714,-20311.72522234832,148.07694296131942,128
3300,-22796.83939197316,2803.1452051085453,-19993.694186864617,148.84789219261813,128
3315,-22871.79325573519,2780.1623407606476,-20091.630914974543,147.62749486589422,128
3330,-22833.67927016187,2789.7450930106847,-20043.934177151183,148.13634202487214,128
3345,-23004.572136829054,2806.1731561385695,-20198.398980690486,149.00867734483222,128
3360,-23026.361032250046,2795.0869863650514,-20231.274045884995,148.41999824241884,128
3375,-22792.892928190544,2747.2282366069976,-20045.664691583544,145.87868357506665,128
3390,-22935.884675727037,2769.1161512295403,-20166.768524497496,147.04093872692965,128
3405,-23047.806559581455,2766.312396331668,-20281.494163249787,146.89205845985947,128
3420,-22961.314841884363,2732.525925292751,-20228.788916591613,145.09798621929033,128
3435,-23202.349000187125,2754.8306887162435,-20447.51831147088,146.2823761736143,128
3450,-22974.249518248456,2773.003822054314,-20201.245696194143,147.2473752706919,128
3465,-22998.36084509839,2751.075537871775,-20247.285307226615,146.0829764824938,128
3480,-23045.02373039475,2792.3768389351917,-20252.64689145956,148.27608856134677,128
3495,-23133.963938460118,2823.973557295644,-20309.990381164473,149.95388424584644,128
3510,-22980.010360342363,2775.9751552664757,-20204.03520507589,147.4051539989669,128
3525,-22997.943891386385,2771.8366865839507,-20226.107204802436,147.18540001006315,128
3540,-22957.259222424633,2762.236578767127,-20195.022643657507,146.6756312650292,128
3555,-22897.191597643745,2754.7907033459983,-20142.400894297745,146.28025293787584,128
3570,-23048.63928011927,2728.5216322377764,-20320.117647881496,144.88535699841793,128
3585,-23054.87250052829,2718.6052678364495,-20336.26723269184,144.35879492926023,128
3600,-23163.40979781952,2772.403066669216,-20391.006731150304,147.21547497076017,128
3615,-23250.0407971464,2799.3338502157585,-20450.706946930644,148.64550804885153,128
3630,-22937.072441050463,2778.409913160579,-20158.662527889883,147.53444040905944,128
3645,-23104.61415511179,2772.412980318094,-20332.201174793696,147.21600138863417,128
3660,-23026.876965140866,2765.680497230214,-20261.196467910653,146.85850441879217,128
3675,-22946.22978397156,2735.9061724798485,-20210.323611491713,145.27747840826882,128
3690,-22964.796045806244,2781.417379107113,-20183.378666699133,147.6941377968961,128
3705,-22878.63232624771,2781.5182020966054,-20097.114124151103,147.6994915293546,128
3720,-22957.809829613718,2771.424742675126,-20186.385086938593,147.163525658917,128
3735,-23012.881157296448,2831.3010057772935,-20181.580151519156,150.34297406525926,128
3750,-23200.760148565358,2775.577899456122,-20425.182249109235,147.3840595904701,128
3765,-23082.31065584402,2744.9668736501353,-20337.343782193886,145.75860449068745,128
3780,-23189.036971388065,2820.9870186277185,-20368.049952760346,149.79529810308716,128
3795,-22858.944599699345,2791.3538517556376,-20067.59074794371,148.22176762030554,128
3810,-22943.24919190773,2789.079531055584,-20154.169660852145,148.10100047568667,128
3825,-23103.524715542386,2795.5301012079562,-20307.994614334428,148.44352777997025,128
3840,-23402.043852925315,2763.1714443966885,-20638.872408528627,146.72527292404493,128
3855,-23064.67920698662,2813.2247981094038,-20251.454408877216,149.3831217517587,128
3870,-23011.532803112204,2801.1301644773102,-20210.402638634892,148.74089290121674,129
3885,-23060.828626639806,2737.540678065218,-20323.287948574587,145.3642711690277,129
3900,-22977.306969142082,2739.1620004289402,-20238.144968713143,145.45036389656997,129
3915,-22813.038308237155,2788.6440281674654,-20024.39428006969,148.07787513532898,128
3930,-22809.1429940674,2835.251656785529,-19973.89133728187,150.55275487657536,128
3945,-22654.740430501857,2796.385946557167,-19858.35448394469,148.48897343724147,129
3960,-22872.039402961556,2756.1776317028493,-20115.861771258707,146.35389926991857,128
3975,-22953.390854014608,2824.6140469886054,-20128.776807026003,149.9878944500252,129
3990,-22946.19841129391,2759.165476469833,-20187.032934824078,146.51255476694874,129
4005,-22857.827983278825,2746.0023133365885,-20111.825669942235,145.81358666376227,129
4020,-22870.228681855224,2781.446348591169,-20088.782333264055,147.69567608561258,129
4035,-22863.447740357675,2731.5296402623917,-20131.91810009528,145.0450831707712,129
4050,-23118.525309469696,2753.1547836094187,-20365.37052586028,146.19338508524285,129
4065,-22764.6503411437,2775.0041413625318,-19989.646199781168,147.3535928552101,129
4080,-22837.90691290697,2782.7298890337615,-20055.177023873206,147.76383248688487,129
4095,-22730.87366524595,2794.7991258317847,-19936.074539414163,148.40471275754845,129
4110,-22787.34714349179,2844.352421904691,-19942.994721587096,151.03600836728236,129
4125,-22837.966192421125,2815.900581395425,-20022.0656110257,149.52520668598282,129
4140,-23070.97022923015,2766.324820857769,-20304.645408372384,146.8927182061039,129
4155,-22717.250961112295,2715.896149204039,-20001.354811908255,144.21493987765635,129
4170,-23066.701145473548,2785.5677331760426,-20281.133412297506,147.91452290355676,129
4185,-22835.762535927002,2756.422144835492,-20079.34039109151,146.36688299417978,129
4200,-23010.361947748446,2755.4346709485617,-20254.927276799885,146.3144478201485,129
4215,-22946.122148582,2822.026086539442,-20124.096062042558,149.85047293606516,129
4230,-22846.42771315298,2732.9245441792223,-20113.50316897376,145.1191530075578,129
4245,-23138.125069364745,2830.089727906618,-20308.035341458126,150.27865482928783,129
4260,-22930.526613672628,2757.7611529814435,-20172.765460691186,146.43798474794923,129
4275,-22865.02694992638,2782.5541995156163,-20082.472750410765,147.75450331820366,129
4290,-22776.356315325625,2775.166427756827,-20001.1898875688,147.36221031379853,129
4305,-22943.080232897963,2747.8008924268797,-20195.279340471083,145.90909177924598,129
4320,-22923.743281601404,2753.8989056837245,-20169.84437591768,146.23289820147124,129
4335,-22864.71199055486,2790.512919527933,-20074.199071026927,148.17711385447757,129
4350,-22897.156315378408,2732.3873499863575,-20164.76896539205,145.09062782692843,129
4365,-22800.362529859092,2794.9376421947923,-20005.4248876643,148.41206801999803,129
4380,-22663.940984310175,2741.154338233317,-19922.786646076856,145.55615766072341,129
4395,-22862.155926332984,2794.1229163201174,-20068.033010012867,148.36880581975984,129
4410,-22824.545024359337,2772.0196889985455,-20052.52533536079,147.19511749584623,129
4425,-22898.143696911953,2707.4669787328,-20190.676718179155,143.76734827402137,129
4440,-22868.73053238116,2765.5024577520885,-20103.22807462907,146.84905046649683,129
4455,-23157.11147101379,2773.157409098578,-20383.954061915214,147.25553079105705,129
4470,-23130.929542472702,2766.8965205020677,-20364.033021970634,146.923075637059,129
4485,-22872.7048509061,2760.0859449996324,-20112.618905906467,146.56143193543815,129
4500,-22824.6259922788,2783.5279064753004,-20041.0980858035,147.80620746406746,129
4515,-22967.20671821611,2753.8305874911584,-20213.37613072495,146.2292704839547,129
4530,-22896.580534973604,2694.06581843621,-20202.514716537393,143.05574244659314,129
4545,-22665.517910372262,2728.9888039617026,-19936.52910641056,144.91016396391927,129
4560,-22929.343517846923,2776.3803941313845,-20152.963123715537,147.42667231017185,129
4575,-23174.988750436372,2825.2106453598653,-20349.778105076508,150.01957401121447,129
4590,-22865.62329584369,2755.438102727774,-20110.185193115914,146.31463004870423,129
4605,-22741.807525179203,2784.501109222101,-19957.3064159571,147.8578848360685,129
4620,-22794.788029677817,2780.9920496837253,-20013.79597999409,147.6715526707159,129
4635,-23048.699861724206,2734.8135206762363,-20313.886341047968,145.21945825377534,129
4650,-22859.27053066445,2749.8066428107995,-20109.46388785365,146.01559775559244,129
4665,-22882.8208178879,2772.736577318486,-20110.084240569413,147.23318449115072,129
4680,-22950.620447063426,2707.358061523866,-20243.262385539558,143.7615647359643,129
4695,-22749.45497504872,2806.8943381380564,-19942.560636910664,149.04697233587132,129
4710,-22820.181171821605,2780.913218270809,-20039.267953550796,147.6673666978916,129
4725,-22866.17291255221,2747.7118082697525,-20118.461104282458,145.90436138247884,129
4740,-22869.65759224427,2740.45070348154,-20129.206888762732,145.51879443405767,129
4755,-22983.975077149575,2769.7334943958194,-20214.241582753755,147.07371984326025,129
4770,-22987.581664361292,2740.355573718445,-20247.22609064285,145.5137430137118,129
4785,-22977.632544478693,2803.025766303651,-20174.606778175043,148.8415499545057,129
4800,-23021.306768641603,2781.4909916398756,-20239.815777001728,147.6980466455425,129
4815,-22863.03860404376,2787.017702434173,-20076.020901609587,147.9915167272886,129
4830,-22914.6665923657,2780.7677976139375,-20133.89879475176,147.65964481526592,129
4845,-23040.304568617896,2731.198786412918,-20309.105782204977,145.02751472728556,129
4860,-23171.635222638273,2779.654638722276,-20391.980583915996,147.60053572794595,129
4875,-23102.632584591483,2724.4702202791236,-20378.16236431236,144.6702257489377,129
4890,-23024.49885070538,2763.2243783785866,-20261.274472326793,146.72808373513547,129
4905,-22878.731144331978,2782.192833382691,-20096.538310949287,147.73531466286832,129
4920,-22746.715471692005,2722.7165130774792,-20023.998958614524,144.57710334485674,129
4935,-23083.530177809822,2798.248337622359,-20285.28184018746,148.58786698866615,129
4950,-23046.304081822513,2752.6623329636886,-20293.641748858823,146.1672358010416,129
4965,-22949.391475410637,2794.2152772991485,-20155.17619811149,148.3737102168009,129
4980,-23056.21189304476,2807.444914230272,-20248.76697881449,149.0762080995658,129
4995,-23189.3244707048,2798.4608878454533,-20390.863582859347,148.59915347237558,129
5010,-23063.153233108227,2774.217795836527,-20288.9354372717,147.31183766041403,129
5025,-22947.1491649487,2784.439475739235,-20162.709689209463,147.85461207873993,129
5040,-22883.257721951086,2751.3518903608706,-20131.905831590215,146.0976508865986,129
5055,-22943.936270940016,2706.1720857190585,-20237.764185220956,143.69858904764985,129
5070,-22932.54083192657,2779.5714692445963,-20152.96936268197,147.59611940251807,129
5085,-22658.072886744165,2782.23977100344,-19875.833115740723,147.73780706529556,129
5100,-22784.568312063173,2755.513940461451,-20029.05437160172,146.3186570562192,129
5115,-22806.629601297172,2765.478595411265,-20041.151005885906,146.84778336869257,129
5130,-22691.83285761482,2781.2408938791823,-19910.59196373564,147.68476637577498,129
5145,-22745.707349885648,2756.874714829069,-19988.83263505658,146.39091460320626,129
5160,-22757.51319711705,2774.7673255843665,-19982.745871532683,147.34101786289304,129
5175,-22849.177169588424,2793.863864046176,-20055.313305542248,148.35505006252197,129
5190,-22935.210283866618,2804.030589078514,-20131.179694788105,148.89490635994375,129
5205,-23097.372855646914,2813.722472415624,-20283.65038323129,149.40954841397524,129
5220,-23056.4368440986,2773.635191810701,-20282.801652287897,147.28090120336964,129
5235,-22905.941084259743,2766.836259953227,-20139.104824306516,146.91987578295905,129
5250,-22921.833084355734,2762.931055549748,-20158.902028805987,146.7125082006519,129
5265,-23188.721586891974,2743.3195025191226,-20445.40208437285,145.67112856540774,129
5280,-23022.05878196351,2759.8005843962824,-20262.25819756723,146.5462791976327,129
